🔐 Getting Azure AD token for PostgreSQL...
✅ Token acquired successfully
🚀 Connecting to PostgreSQL...
id,user_id,whatsapp_message_id,message_type,content,intent,entities,sentiment,context,mem0_memory_id,azure_openai_request_id,processing_time_ms,created_at,assistant_personality,message_relevance
4646f497-09f0-42d1-97a0-92eee4d35d2f,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,"No time for questions, start hustling! 🏃‍♂️💨",,,,,,chatcmpl-BkaVBZuBJN2fkj4Fk55x2BH9V8f6l,,2025-06-20 18:11:43.659071+00,goggins,system
8119f3da-60be-4d69-b6dd-d7698b9aa922,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQUE3MDMyMUM1MTczODZBRTI0QQA=,incoming,What are my goals again?,,,,,,,,2025-06-20 18:12:01.997372+00,,goal_related
011dbbe3-6a6d-4503-bfe2-bcca4bdd9d82,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,"Focus: health, growth, productivity. No complaining, just action! 🚀",,,,,,chatcmpl-BkaVUhfp8VtXbM1LLcI6dLf1JeB7u,,2025-06-20 18:12:02.341586+00,goggins,system
d41018aa-9822-45c8-b928-39b31f5eb4a7,052143e9-2573-455c-bac2-9e3d71c990f2,,incoming,I want to lose 25 pounds by summer,,,,,,,,2025-06-21 01:44:31.96207+00,,goal_related
becf7b06-308f-404f-8612-a3d4f86d25af,052143e9-2573-455c-bac2-9e3d71c990f2,,outgoing,"You adjusted your goal to 25 pounds. Summer's coming, no excuses! Tighten diet, commit to daily workouts. Who's gonna carry the boats? Go all in! 💪🔥",,,,,,chatcmpl-BkhZNVtkycSvUcrc8xQpEUFwoFB1g,,2025-06-21 01:44:32.34548+00,goggins,system
896a7e9b-2069-487c-88f3-8d78b0c78a4e,052143e9-2573-455c-bac2-9e3d71c990f2,,incoming,How do I do it?,,,,,,,,2025-06-21 01:44:56.091466+00,,unknown
28dda357-3391-40b4-80ff-929ec991baed,052143e9-2573-455c-bac2-9e3d71c990f2,,outgoing,"Dial in your nutrition: clean foods, portion control. Workout daily: mix strength and cardio. Stay consistent, track your progress. No shortcuts, no excuses. It's a war - fight every day! 💥",,,,,,chatcmpl-BkhZkFCNgegiFbZDAY7D8tLmQvG50,,2025-06-21 01:44:56.48977+00,goggins,system
3a6ba16e-7056-41f6-bb23-5ca784a8e92e,052143e9-2573-455c-bac2-9e3d71c990f2,,incoming,What are my goals again?,,,,,,,,2025-06-21 01:45:15.518109+00,,goal_related
c923bc2f-68b9-4cde-afd3-24c33f1dd823,052143e9-2573-455c-bac2-9e3d71c990f2,,outgoing,Current goal: lose 25 pounds by summer. No excuses - stay disciplined with diet and exercise. Get after it like your life depends on it! 🔥,,,,,,chatcmpl-Bkha5cs9QXgB0yjMV24I0Yg0U9zx9,,2025-06-21 01:45:15.878473+00,goggins,system
aa661bbf-ce6f-4da0-a992-9c5387ae1754,052143e9-2573-455c-bac2-9e3d71c990f2,,incoming,cheerleader,,,,,,,,2025-06-21 01:45:31.2098+00,,unknown
bb0c224e-8768-4e1e-9c83-9df5d729f661,052143e9-2573-455c-bac2-9e3d71c990f2,,outgoing,✅ Switched to Cheerleader Mode mode! How can I help you today?,,,,,,,,2025-06-21 01:45:31.624081+00,cheerleader,system
f9dbbc40-be9f-40c5-95f2-aa021b8fac91,052143e9-2573-455c-bac2-9e3d71c990f2,,incoming,How am I doing with my goal?,,,,,,,,2025-06-21 01:45:46.073866+00,,goal_related
5b6e486a-bd24-4710-b72d-bfb1aea5c47d,052143e9-2573-455c-bac2-9e3d71c990f2,,outgoing,You're doing incredible! Every step counts! Keep pushing! 👏🔥,,,,,,chatcmpl-BkhaaEe8uEbS7Zx6fEMJdINpVATbk,,2025-06-21 01:45:46.461315+00,cheerleader,system
cefe437f-4b53-4097-9e6e-29360ba19adf,052143e9-2573-455c-bac2-9e3d71c990f2,,incoming,How am I doing with my goal?,,,,,,,,2025-06-21 01:47:35.010418+00,,goal_related
20357a98-452e-4f43-91c3-ae6f42a9b6de,052143e9-2573-455c-bac2-9e3d71c990f2,,outgoing,"You're on fire! How has your progress been lately? Each small victory is a win in the right direction! Keep going strong, and let's crush that 25-pound goal together! 🎉💪",,,,,,chatcmpl-BkhcKSt7I29ae7xv0KlKAIjpAPLqU,,2025-06-21 01:47:35.377948+00,cheerleader,system
522420b7-9e60-443a-81bc-20212666afe4,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTMxMUMyMzlBMUMyMDZBMjFDNgA=,incoming,What’s going on?,,,,,,,,2025-06-21 01:49:30.114575+00,,unknown
73cfd959-3cae-4212-bfc3-3c8837579afa,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,Seems like you're drifting. Refocus! What goals are you hitting today? Let's make them specific. 👊,,,,,,chatcmpl-BkheCsHOeCCQGLdocH8TB8FPjv4GF,,2025-06-21 01:49:30.486748+00,goggins,system
648c39e7-af35-4216-b9dc-45ef89bf9753,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTkxODY0MTcxQjhENkQ5OUM1QgA=,incoming,Cheerleader mode,,,,,,,,2025-06-21 01:49:42.242816+00,,unknown
cdd0b77d-8d1b-4971-bf2a-0bdbc9984138,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,✅ Switched to Cheerleader Mode mode! How can I help you today?,,,,,,,,2025-06-21 01:49:42.609173+00,cheerleader,system
fd1adeb2-6e36-46d0-b730-479ff3d71401,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTI1M0NEMzI3MzU4NjNFNTJCNQA=,incoming,"Hey, so what’s going on?",,,,,,,,2025-06-21 01:49:55.048303+00,,small_talk
d858f08d-4b53-4f82-a9e8-b3bb3a255ecf,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,Hey there! Ready to tackle your goals! What exciting challenge are you working towards right now? Let's make it happen! 🎉💪,,,,,,chatcmpl-BkheaMZD4ZSVO1EnRNf777Fe4hbhs,,2025-06-21 01:49:55.432074+00,cheerleader,system
c9e871dc-191b-4588-bd3d-e9e707b107f8,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTBDODcyNTFDOTIzNDUyMjJENAA=,incoming,"Yeah, I just want to chat",,,,,,,,2025-06-21 01:52:01.041954+00,,goal_related
d646e52d-8576-4ae8-afcf-697fd2fb76e8,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,Absolutely! I'm here to chat! Got any goals or wins you want to share? I'm all ears and ready to cheer you on! 🌟😄,,,,,,chatcmpl-BkhgdXYyaCtVNlDd6TFmPCDArKoE6,,2025-06-21 01:52:01.443291+00,cheerleader,system
6beafacc-6649-49a5-ab04-93d567d9dee5,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTUxOTczNzg4MzAyN0QxMjIwMQA=,incoming,I’m feeling very happy!,,,,,,,,2025-06-21 01:52:15.825901+00,,unknown
5959a3bc-9a84-44ee-8f5b-a474daff99c3,8b20f1a5-de91-46a5-a9f2-2fe601137228,,outgoing,YES! Happiness is amazing! 🎉 What's making you feel so great today? Let's celebrate those good vibes together! 🌟💃,,,,,,chatcmpl-BkhgsRPr2oYOq7FI5anfbVz1xXOQ3,,2025-06-21 01:52:16.226919+00,cheerleader,system
5da9e13a-1054-4798-b74b-a9da3909b670,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTc0REZCRkNGOTQ0NTgzRTVCRQA=,incoming,What’s your name by the way?,,,,,,,,2025-06-21 08:13:26.456857+00,,unknown
0669603f-8a48-4b57-a072-11a1c8be6ea8,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQUYzQUM3OEQ1N0Y5QjNGRERENwA=,incoming,What’s my name?,,,,,,,,2025-06-22 16:27:17.47843+00,,unknown
4c536d12-98d7-48d1-ab86-2289f8cfa4b6,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTgyNEUwQjU5MkFGQjk0NEI1NwA=,incoming,Vivek Kotecha,,,,,,,,2025-06-22 16:27:28.738208+00,,unknown
08db5f8c-a8ec-4bb5-8b09-4f0b4dd001ce,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTBCNEY0RDMxN0EyNjE4OTYwMAA=,incoming,What’s my name again?,,,,,,,,2025-06-22 16:27:42.8104+00,,unknown
23644e2d-822f-4031-ae37-420405d0b4c5,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTZERDUwRTBBMzU4Q0ZDRDI1NgA=,incoming,Look at your entire context,,,,,,,,2025-06-22 16:27:59.309918+00,,unknown
614a6869-1d68-4cb2-9ab7-2fd167462c44,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTgwQTFERDZBQ0QwQkM3NjVDMAA=,incoming,Hi!,,,,,,,,2025-06-24 00:27:48.555474+00,,small_talk
bf418a46-dd8f-4762-a3d3-241e74cf0a48,8b20f1a5-de91-46a5-a9f2-2fe601137228,wamid.HBgLMTc4MTc0NzAwNDEVAgASGBQzQTY2NEY2MjYzOTlENzk2RTIzMgA=,incoming,"Yeah, I want to wake up every day at 8am",,,,,,,,2025-06-24 00:50:09.988243+00,,goal_related
